발생년도,사고타입,가해측,피해측,주야코드,가해법규위반
2013,01,03,12,1,02 
2013,01,04,12,1,05 
2013,01,03,12,2,05 
2013,02,01,01,1,02 
2013,02,07,01,1,03 
2013,03,07,##,2,05 
2013,03,05,##,2,05 
2013,02,01,04,2,05 
2013,03,01,##,2,05 
2013,01,01,12,1,05 
2013,02,01,01,2,03 
2013,01,01,12,2,05 
2013,03,01,##,2,05 
2013,01,03,12,1,01 
2013,02,01,07,1,03 
2013,02,01,10,1,05 
2013,02,08,01,2,02 
2013,01,01,12,2,01 
2013,02,01,08,2,05 
2013,02,03,07,1,05 
2013,02,01,01,1,02 
2013,02,01,08,1,05 
2013,03,01,##,2,05 
2013,01,01,12,1,05 
2013,01,01,12,1,05 
2013,02,07,01,1,04 
2013,01,01,12,2,03 
2013,01,01,12,2,05 
2013,01,02,12,1,05 
2013,01,01,12,2,05 
2013,01,07,12,2,01 
2013,01,03,12,1,05 
2013,02,01,03,2,05 
2013,01,10,12,1,07 
2013,01,01,12,1,05 
2013,01,01,12,1,05 
2013,01,02,12,1,05 
2013,01,08,12,2,05 
2013,01,01,12,2,05 
2013,01,01,12,2,05 
2013,03,05,##,2,05 
2014,02,02,08,1,05 
2014,02,08,01,1,99 
2014,01,03,12,1,05 
2014,01,01,12,2,05 
2014,01,10,12,1,07 
2014,03,05,##,2,05 
2014,01,01,12,2,05 
2014,01,01,12,2,05 
2014,01,03,12,2,03 
2014,01,10,12,1,05 
2014,02,01,01,2,02 
2014,02,08,01,2,03 
2014,01,01,12,2,05 
2014,02,01,05,1,03 
2014,02,02,01,1,05 
2014,02,03,04,2,05 
2014,02,01,01,2,02 
2014,03,07,##,2,05 
2014,01,01,12,2,01 
2014,02,05,01,1,03 
2014,02,01,01,1,01 
2014,01,01,12,2,01 
2014,02,05,01,2,03 
2014,03,05,##,1,05 
2014,01,01,12,2,07 
2014,02,10,01,1,05 
2014,02,03,03,2,05 
2014,01,01,12,2,05 
2014,03,05,##,2,05 
2014,02,05,05,1,05 
2014,02,05,03,1,05 
2014,02,01,03,2,05 
2014,03,07,##,1,05 
2014,03,01,##,2,05 
2014,01,08,12,1,05 
2014,02,01,01,2,05 
2014,01,01,12,1,05 
2014,01,03,12,1,03 
2014,01,01,12,2,05 
2014,01,03,12,2,05 
2014,01,03,12,1,05 
2014,01,01,12,1,05 
2014,02,01,02,1,05 
2014,02,01,03,2,05 
2014,01,07,12,2,05 
2014,01,01,12,2,05 
2014,01,01,12,2,05 
2014,01,01,12,2,05 
2014,01,03,12,2,05 
2014,02,08,01,1,04 
2014,02,07,01,2,03 
2014,01,01,12,2,05 
2014,02,01,07,1,03 
2014,01,01,12,2,05 
2014,03,07,##,2,05 
2014,01,05,12,2,05 
2014,03,05,##,2,05 
2014,03,05,##,2,05 
2014,01,01,12,1,05 
2014,01,01,12,2,03 
2014,01,01,12,2,05 
2014,02,05,02,2,05 
2014,03,99,03,1,05 
2014,01,01,12,2,05 
2014,01,01,12,1,05 
2014,02,07,03,2,05 
2014,01,01,12,1,05 
2014,01,03,12,1,99 
2014,02,01,05,2,02 
2014,01,01,12,2,01 
2014,01,03,12,1,05 
2014,03,07,##,2,05 
2014,02,05,01,2,05 
2014,01,10,12,1,02 
2014,02,01,05,1,02 
2014,01,01,12,2,05 
2014,02,05,03,1,05 
2014,03,01,##,2,05 
2014,01,01,12,1,99 
2014,02,08,01,2,03 
2014,01,02,12,2,05 
2014,01,01,12,2,05 
2014,01,01,12,2,05 
2014,01,07,12,2,05 
2014,01,03,12,2,05 
2014,01,10,12,1,05 
2014,01,02,12,1,03 
2014,01,01,12,2,05 
2014,02,07,02,2,03 
2014,01,03,12,1,05 
2014,01,01,12,2,01 
2014,02,99,08,2,05 
2014,01,03,12,2,05 
2014,02,02,08,1,05 
2014,01,01,12,2,05 
2014,02,01,05,2,03 
2014,01,01,12,2,07 
2014,01,05,12,1,07 
2014,01,02,12,2,05 
2014,01,02,12,2,05 
2014,02,05,02,1,02 
2014,02,01,01,2,05 
2014,01,02,12,1,05 
2014,02,08,02,1,99 
2014,02,01,01,2,02 
2014,01,04,12,1,05 
2014,02,01,03,1,05 
2014,01,02,12,2,05 
2014,02,05,01,2,02 
2014,02,01,05,2,02 
2014,02,07,02,2,02 
2014,01,01,12,2,05 
2014,01,02,12,2,05 
2014,03,05,##,2,05 
2014,02,08,02,1,05 
2014,01,01,12,1,05 
2014,02,02,10,2,05 
2014,01,03,12,1,05 
2014,01,01,12,2,01 
2014,01,03,12,1,05 
2014,01,02,12,1,05 
2014,01,02,12,1,05 
2014,03,01,##,2,05 
2014,01,01,12,1,07 
2014,02,05,01,1,03 
2014,01,01,12,2,05 
2014,02,02,05,1,03 
2014,01,03,12,2,05 
2014,03,01,##,2,04 
2014,02,01,01,2,05 
2014,02,08,08,1,05 
2014,01,01,12,2,05 
2014,01,01,12,2,05 
2014,01,01,12,2,05 
2014,01,02,12,1,05 
2014,01,02,12,2,05 
2014,02,08,01,2,05 
2014,02,05,01,2,05 
2014,01,01,12,2,05 
2014,01,01,12,2,05 
2014,01,02,12,2,03 
2014,02,02,03,2,05 
2014,01,02,12,1,05 
2014,02,01,03,2,02 
2014,01,02,12,2,05 
2014,01,03,12,1,07 
2014,02,02,08,1,03 
2014,01,02,12,1,05 
2014,02,01,01,2,03 
2014,02,01,07,1,05 
2014,02,08,02,2,99 
2014,02,07,02,1,05 
2014,02,01,05,2,03 
2014,02,07,02,2,05 
2014,01,01,12,1,05 
2014,01,01,12,2,05 
2014,02,03,08,2,05 
2014,01,03,12,2,05 
2014,02,08,02,1,05 
2014,01,02,12,1,05 
2014,03,07,##,1,05 
2014,02,05,02,2,05 
2014,01,01,12,1,05 
2014,02,05,01,2,03 
2014,02,02,05,2,03 
2014,02,02,07,2,05 
2014,01,01,12,1,05 
2014,01,02,12,2,05 
2014,01,01,12,2,05 
2014,03,01,##,2,05 
2014,01,05,12,1,05 
2014,01,02,12,2,05 
2014,01,03,12,2,05 
2014,01,02,12,2,05 
2014,01,01,12,2,05 
2014,01,02,12,1,05 
2014,01,01,12,2,01 
2014,02,01,01,2,02 
2014,02,01,01,1,01 
2014,01,10,12,1,07 
2014,02,02,07,1,03 
2014,02,08,01,1,04 
2014,01,01,12,2,05 
2014,02,03,08,1,05 
2014,02,03,01,1,05 
2014,01,02,12,2,05 
2014,01,01,12,2,05 
2014,01,01,12,2,03 
2014,02,01,01,2,01 
2014,01,01,12,1,05 
2014,01,01,12,2,05 
2014,01,01,12,1,05 
2014,02,03,07,1,05 
2014,02,01,01,2,05 
2014,01,02,12,2,03 
2014,02,07,03,1,99 
2014,01,03,12,1,05 
2014,01,02,12,2,05 
2014,01,01,12,2,05 
2014,02,01,01,2,03 
2014,01,02,12,1,05 
2014,02,08,01,1,99 
2014,01,02,12,1,05 
2014,01,01,12,2,05 
2014,02,01,01,2,05 
2014,01,01,12,1,05 
2014,01,05,12,2,05 
2014,01,03,12,1,05 
2014,01,01,12,1,05 
2014,01,01,12,1,05 
2014,01,01,12,2,05 
2014,01,01,12,2,05 
2014,01,01,12,1,05 
2014,03,07,##,2,05 
2014,03,01,##,2,01 
2014,01,08,12,2,03 
2014,01,01,12,2,05 
2014,01,02,12,1,05 
2014,01,01,12,2,05 
2014,02,03,03,2,05 
2014,01,03,12,2,01 
2014,02,05,03,1,02 
2014,02,02,08,2,03 
2014,01,03,12,1,05 
2014,01,01,12,2,05 
2014,01,02,12,2,07 
2014,01,02,12,2,05 
2014,01,03,12,1,05 
2014,01,05,12,2,05 
2014,01,10,12,2,05 
2014,02,07,01,2,04 
2014,02,05,05,2,05 
2014,03,03,##,2,05 
2014,01,03,12,1,05 
2014,02,01,05,1,02 
2014,02,01,03,1,05 
2014,03,03,##,2,05 
2014,01,01,12,2,99 
2014,02,02,01,2,05 
2014,02,07,01,2,03 
2014,01,01,12,2,05 
2014,02,10,01,1,05 
2014,03,05,##,2,05 
2014,02,05,01,2,03 
2014,01,02,12,1,07 
2014,02,01,01,1,02 
2014,02,01,01,1,05 
2014,01,01,12,1,05 
2014,02,01,05,2,04 
2014,01,01,12,1,05 
2014,01,01,12,2,05 
2014,02,01,01,1,01 
2014,01,01,12,2,05 
2014,01,03,12,1,05 
2014,01,01,12,2,05 
2014,01,01,12,1,07 
2014,01,01,12,2,01 
2014,01,01,12,2,03 
2014,01,01,12,2,05 
2014,01,03,12,1,05 
2014,01,01,12,1,05 
2014,01,01,12,2,01 
2014,02,05,01,1,03 
2014,01,01,12,2,01 
2014,01,01,12,1,05 
2014,01,03,12,2,05 
2014,01,01,12,2,05 
2014,02,08,08,1,05 
2014,02,01,08,2,01 
2014,02,01,07,2,03 
2014,02,01,01,1,02 
2014,02,08,01,2,05 
2014,01,01,12,1,05 
2014,01,01,12,2,05 
2014,01,02,12,1,05 
2014,02,03,01,2,05 
2014,01,01,12,2,05 
2014,01,03,12,1,05 
2014,03,01,##,2,05 
2014,02,01,08,1,05 
2014,01,03,12,1,07 
2014,01,01,12,2,05 
2014,02,07,01,1,05 
2014,02,08,02,1,02 
2014,02,01,03,2,04 
2014,02,02,01,2,05 
2014,01,01,12,2,05 
2014,02,01,05,2,05 
2014,01,02,12,2,05 
2014,02,03,08,1,05 
2014,01,03,12,1,05 
2014,02,03,08,1,05 
2014,02,02,03,2,05 
2014,03,07,##,2,05 
2014,01,01,12,2,01 
2014,02,02,05,1,03 
2014,02,10,08,1,05 
2014,01,03,12,1,99 
2014,02,05,03,1,03 
2014,01,03,12,1,05 
2014,01,02,12,1,03 
2014,02,05,01,2,03 
2014,01,01,12,2,05 
2014,01,01,12,2,05 
2014,02,03,05,1,04 
2014,03,01,##,2,05 
2014,01,03,12,1,05 
2014,02,01,05,1,06 
2014,03,01,##,1,05 
2014,01,02,12,2,05 
2014,03,02,##,2,05 
2014,02,03,08,1,05 
2014,01,03,12,2,05 
2014,01,01,12,1,05 
2014,02,08,01,1,02 
2014,01,03,12,2,05 
2014,03,01,##,2,05 
2014,01,01,12,2,05 
2014,01,03,12,1,05 
2014,02,01,03,1,05 
2014,01,05,12,1,05 
2014,01,03,12,1,05 
2014,03,01,##,2,05 
2014,02,03,08,1,05 
2014,02,03,01,2,05 
2014,02,01,01,2,06 
2014,01,03,12,2,05 
2014,02,07,01,2,05 
2014,01,02,12,1,05 
2014,02,01,03,1,05 
2014,02,07,01,1,02 
2014,02,05,05,2,03 
2014,02,04,07,1,05 
2014,02,03,02,1,03 
2014,01,02,12,2,05 
2014,01,01,12,1,05 
2014,01,03,12,1,05 
2014,01,02,12,1,05 
2014,02,01,01,1,02 
2014,03,01,##,1,05 
2014,02,01,07,1,99 
2014,01,08,12,1,05 
2014,01,01,12,2,07 
2014,03,05,##,2,05 
2014,02,01,01,1,02 
2014,02,01,05,1,03 
2014,01,01,12,2,05 
2014,01,03,12,1,99 
2014,02,01,01,2,03 
2014,01,01,12,1,07 
2014,01,01,12,1,05 
2014,01,03,12,1,07 
2014,01,02,12,1,05 
2014,03,03,##,2,99 
2014,02,01,07,1,03 
2014,01,03,12,1,07 
2014,02,01,08,1,05 
2014,01,01,12,2,01 
2014,01,01,12,2,01 
2014,03,07,##,2,99 
2014,01,02,12,2,05 
2014,01,01,12,1,05 
2014,02,01,07,1,99 
2014,01,01,12,2,05 
2014,01,02,12,1,05 
2014,01,01,12,2,01 
2014,01,01,12,2,03 
2014,02,07,02,2,05 
2014,02,03,08,1,99 
2014,02,01,08,1,99 
2014,01,10,12,1,07 
2014,01,03,12,1,07 
2014,02,07,08,1,05 
2014,01,03,12,1,05 
2014,01,03,12,2,05 
2014,01,01,12,2,05 
2014,02,02,05,1,04 
2014,02,05,01,1,02 
2014,01,01,12,2,05 
2014,01,02,12,1,05 
2014,01,01,12,2,01 
2014,01,03,12,1,03 
2014,02,01,01,2,05 
2014,01,03,12,1,03 
2014,02,01,01,2,02 
2014,01,01,12,2,05 
2015,01,01,12,1,05 
2015,01,02,12,1,05 
2015,01,05,12,2,05 
2015,01,01,12,2,05 
2015,01,01,12,2,05 
2015,01,01,12,2,05 
2015,03,05,##,2,05 
2015,01,01,12,1,05 
2015,01,01,12,2,05 
2015,01,02,12,1,05 
2015,01,01,12,2,05 
2015,01,02,12,1,05 
2015,01,02,12,2,05 
2015,01,03,12,2,05 
2015,01,01,12,2,05 
2015,01,01,12,2,05 
2015,01,01,12,2,05 
2015,03,01,##,2,03 
2015,02,01,01,2,05 
2015,01,01,12,2,01 
2015,01,10,12,1,05 
2015,02,99,01,1,05 
2015,01,10,12,2,05 
2015,02,08,01,1,03 
2015,02,05,03,2,99 
2015,01,01,12,2,05 
2015,01,01,12,2,05 
2015,01,01,12,2,05 
2015,01,03,12,2,05 
2015,03,07,##,2,05 
2015,01,01,12,2,05 
2015,02,01,05,1,05 
2015,02,01,05,1,04 
2015,03,05,##,1,05 
2015,01,01,12,2,05 
2015,02,01,01,2,05 
2015,02,03,08,1,05 
2015,01,01,12,2,05 
2015,03,05,##,2,05 
2015,03,05,##,1,05 
2015,01,03,12,1,05 
2015,02,01,02,2,04 
2015,01,03,12,1,07 
2015,03,05,##,2,05 
2015,02,01,01,1,05 
2015,01,01,12,1,05 
2015,01,05,12,2,05 
2015,02,01,05,1,05 
2015,02,01,05,2,03 
2015,02,01,08,1,05 
2015,02,01,05,2,03 
2015,01,01,12,2,05 
2015,02,05,01,2,05 
2015,01,01,12,2,05 
2015,01,01,12,1,05 
2015,02,10,05,2,02 
2015,01,02,12,1,05 
2015,01,03,12,2,05 
2015,02,02,03,1,05 
2015,02,05,02,2,05 
2015,01,01,12,1,05 
2015,01,02,12,1,05 
2015,01,01,12,2,05 
2015,02,05,08,2,03 
2015,02,07,01,1,04 
2015,01,02,12,2,05 
2015,01,02,12,1,05 
2015,01,03,12,1,05 
2015,01,02,12,1,99 
2015,02,99,01,2,02 
2015,02,05,01,1,05 
2015,03,08,##,1,05 
2015,03,02,##,2,05 
2015,01,03,12,1,05 
2015,03,01,##,1,05 
2015,01,01,12,2,05 
2015,01,05,12,2,05 
2015,02,05,01,2,03 
2015,01,01,12,1,05 
2015,01,01,12,2,05 
2015,03,01,##,2,05 
2015,01,01,12,1,99 
2015,01,07,12,2,05 
2015,01,03,12,2,05 
2015,01,04,12,1,03 
2015,01,01,12,1,05 
2015,01,01,12,2,05 
2015,02,10,05,1,05 
2015,01,01,12,2,05 
2015,01,10,12,1,05 
2015,02,05,02,1,99 
2015,02,05,03,2,03 
2015,02,01,01,2,05 
2015,01,01,12,2,05 
2015,01,01,12,1,05 
2015,01,01,12,1,03 
2015,01,01,12,1,05 
2015,01,01,12,2,01 
2015,01,01,12,2,05 
2015,01,01,12,1,03 
2015,01,01,12,2,01 
2015,01,02,12,2,05 
2015,01,02,12,1,05 
2015,03,01,##,2,05 
2015,01,02,12,1,05 
2015,01,03,12,2,07 
2015,03,01,##,2,05 
2015,02,07,02,1,99 
2015,02,01,07,2,05 
2015,01,02,12,1,05 
2015,02,05,07,2,02 
2015,01,03,12,1,05 
2015,02,03,03,2,05 
2015,02,01,03,1,05 
2015,01,03,12,2,05 
2015,03,05,##,2,05 
2015,01,01,12,2,05 
2015,01,10,12,1,05 
2015,03,03,##,2,05 
2015,02,01,01,2,02 
2015,03,01,##,1,05 
2015,02,05,01,2,05 
2015,01,07,12,2,05 
2015,01,03,12,1,07 
2015,02,01,05,2,05 
2015,01,01,12,2,05 
2015,02,05,02,1,03 
2015,01,02,12,1,05 
2015,02,01,08,1,05 
2015,01,02,12,2,05 
2015,01,03,12,2,05 
2015,01,01,12,1,07 
2015,01,01,12,2,03 
2015,02,08,01,2,03 
2015,01,03,12,1,03 
2015,01,02,12,1,05 
2015,02,02,02,2,03 
2015,02,07,02,1,03 
2015,03,05,##,2,05 
2015,01,01,12,1,99 
2015,03,07,##,2,05 
2015,01,01,12,2,02 
2015,01,01,12,2,01 
2015,01,02,12,1,05 
2015,02,01,03,2,05 
2015,01,03,12,2,05 
2015,01,05,12,2,05 
2015,01,02,12,2,04 
2015,02,01,07,1,05 
2015,01,02,12,1,05 
2015,02,08,01,1,05 
2015,01,02,12,2,05 
2015,02,01,01,1,99 
2015,01,01,12,2,05 
2015,01,01,12,2,07 
2015,01,01,12,2,05 
2015,01,01,12,2,05 
2015,01,01,12,2,05 
2015,01,02,12,1,05 
2015,02,01,10,2,05 
2015,01,01,12,2,05 
2015,02,05,03,1,04 
2015,01,01,12,1,05 
2015,01,01,12,2,05 
2015,02,08,03,2,05 
2015,01,03,12,1,07 
2015,01,01,12,2,05 
2015,02,05,01,2,05 
2015,02,01,08,1,05 
2015,02,03,10,2,05 
2015,01,01,12,2,07 
2015,01,01,12,2,05 
2015,01,01,12,2,05 
2015,01,01,12,2,03 
2015,01,01,12,2,05 
2015,02,01,01,2,05 
2015,01,04,12,1,05 
2015,01,01,12,1,05 
2015,01,01,12,1,05 
2015,01,01,12,2,07 
2015,01,01,12,2,05 
2015,02,08,01,1,03 
2015,01,01,12,2,05 
2015,02,08,01,1,99 
2015,01,02,12,2,05 
2015,01,01,12,1,07 
2015,01,02,12,2,05 
2015,02,01,03,2,05 
2015,02,05,05,2,03 
2015,03,05,##,2,05 
2015,01,01,12,2,05 
2015,02,05,02,2,02 
2015,03,05,##,1,05 
2015,01,02,12,2,05 
2015,02,07,02,1,05 
2015,01,01,12,1,05 
2015,01,03,12,2,05 
2015,02,07,03,2,03 
2015,01,01,12,2,01 
2015,02,05,01,2,03 
2015,01,01,12,1,03 
2015,01,01,12,2,07 
2015,01,01,12,2,05 
2015,01,01,12,1,05 
2015,01,01,12,2,07 
2015,01,01,12,1,05 
2015,01,01,12,2,05 
2015,02,01,08,1,05 
2015,01,01,12,2,01 
2015,01,01,12,1,05 
2015,03,01,##,2,05 
2015,01,01,12,2,02 
2015,01,01,12,2,03 
2015,01,01,12,1,05 
2015,03,05,##,2,05 
2015,03,05,##,1,05 
2015,02,01,01,1,05 
2015,02,04,01,2,04 
2015,01,02,12,1,07 
2015,03,01,##,2,05 
2015,01,01,12,2,05 
2015,02,07,01,2,02 
2015,02,01,08,1,05 
2015,01,01,12,2,05 
2015,02,05,01,2,05 
2015,02,07,03,2,99 
2015,01,01,12,2,05 
2015,03,01,##,2,05 
2015,01,10,12,1,07 
2015,01,01,12,2,05 
2015,03,01,##,2,05 
2015,02,01,01,1,05 
2015,01,01,12,1,05 
2015,01,02,12,1,07 
2015,01,02,12,2,05 
2015,02,01,01,2,05 
2015,01,03,12,2,05 
2015,02,05,03,1,02 
2015,02,03,05,2,03 
2015,01,01,12,2,05 
2015,01,01,12,2,01 
2015,02,99,01,1,03 
2015,01,01,12,2,05 
2015,01,02,12,1,03 
2015,01,01,12,1,03 
2015,01,04,12,1,05 
2015,02,05,01,1,04 
2015,01,03,12,2,05 
2015,01,01,12,2,05 
2015,01,01,12,1,07 
2015,01,01,12,1,07 
2015,01,02,12,2,05 
2015,02,05,01,2,03 
2015,01,02,12,1,05 
2015,01,01,12,2,01 
2015,01,02,12,2,05 
2015,02,03,08,2,05 
2015,02,01,03,2,05 
2015,01,01,12,2,05 
2015,02,01,05,2,03 
2015,02,01,03,2,03 
2015,03,07,##,1,05 
2015,02,03,10,1,05 
2015,01,07,12,2,05 
2015,01,02,12,2,07 
2015,01,01,12,2,01 
2015,01,02,12,2,05 
2015,03,01,##,2,05 
2015,03,05,##,2,05 
2015,01,01,12,2,05 
2015,03,01,##,2,05 
2015,01,03,12,1,07 
2015,02,05,03,1,99 
2015,02,03,01,2,05 
2015,01,01,12,1,99 
2015,01,01,12,2,01 
2015,02,01,01,2,05 
2015,02,02,02,1,05 
2015,01,03,12,2,01 
2015,01,02,12,2,05 
2015,01,01,12,2,03 
2015,02,05,10,2,05 
2015,01,03,12,1,07 
2015,02,01,02,1,99 
2015,01,01,12,2,07 
2015,02,02,02,1,05 
2015,03,07,##,1,05 
2015,02,08,03,1,99 
2015,03,08,##,2,05 
2015,02,08,01,2,03 
2015,03,03,##,2,05 
2015,03,05,##,2,05 
2015,01,01,12,2,03 
2015,03,01,##,2,05 
2015,01,01,12,1,05 
2015,03,01,##,2,05 
2015,01,07,12,1,05 
2015,01,01,12,1,05 
2015,02,05,02,2,02 
2015,03,01,##,1,05 
2015,03,07,##,1,05 
2015,02,05,03,1,05 
2015,02,05,05,1,03 
2015,01,03,12,1,05 
2015,01,01,12,2,05 
2015,03,05,##,1,05 
2015,02,07,03,1,06 
2015,01,02,12,2,05 
2015,01,03,12,1,07 
2015,02,05,01,2,03 
2015,02,01,05,2,03 
2015,03,08,##,2,05 
2015,01,01,12,1,05 
2015,03,01,##,2,05 
2015,01,01,12,1,05 
2015,02,03,08,1,05 
2015,02,01,01,2,02 
2015,02,08,01,1,02 
2015,03,08,##,1,05 
2015,03,05,##,1,05 
