발생년도,사고타입,가해측,피해측,주야코드,가해법규위반
2015,02,02,05,2,02 
2015,02,08,01,1,05 
2015,03,08,##,2,05 
2015,03,01,##,1,05 
2015,01,02,12,2,05 
2015,01,02,12,1,05 
2015,01,10,12,1,05 
2015,02,01,07,2,05 
2015,01,01,12,2,05 
2015,02,01,02,2,03 
2015,02,01,07,2,02 
2015,02,02,07,1,04 
2015,02,05,02,2,05 
2015,01,01,12,1,03 
2015,01,01,12,2,07 
2015,01,01,12,2,05 
2015,02,02,01,2,05 
2015,02,01,08,1,05 
2015,01,01,12,2,05 
2015,01,01,12,2,01 
2015,02,01,07,1,03 
2015,01,01,12,1,05 
2015,01,01,12,2,05 
2015,02,99,01,2,04 
2015,03,01,##,2,05 
2015,01,01,12,2,05 
2015,01,01,12,2,05 
2015,02,01,02,1,03 
2015,01,01,12,1,03 
2015,01,01,12,2,05 
2015,02,01,07,2,05 
2015,02,07,01,2,03 
2015,01,01,12,2,05 
2015,01,03,12,2,05 
2015,02,07,08,1,05 
2015,01,03,12,1,05 
2015,01,07,12,2,03 
2015,02,01,01,2,03 
2015,02,01,08,1,05 
2015,01,01,12,2,05 
2015,01,01,12,1,05 
2015,01,03,12,1,05 
2015,01,03,12,1,05 
2015,01,01,12,2,05 
2015,01,01,12,2,05 
2015,01,01,12,2,05 
2015,01,01,12,1,99 
2015,03,02,##,2,05 
2015,02,01,07,2,05 
2015,01,01,12,1,07 
2015,01,01,12,2,05 
2016,01,02,12,2,05 
2016,01,01,12,2,05 
2016,02,05,01,2,04 
2016,02,01,05,1,05 
2016,01,01,12,1,05 
2016,01,01,12,2,05 
2016,01,10,12,2,05 
2016,01,01,12,2,05 
2016,01,01,12,2,05 
2016,01,01,12,2,05 
2016,02,05,01,2,03 
2016,01,01,12,2,05 
2016,02,05,05,1,05 
2016,01,10,12,1,05 
2016,01,03,12,1,05 
2016,02,02,05,1,03 
2016,01,01,12,2,05 
2016,02,01,01,1,04 
2016,01,02,12,2,05 
2016,02,01,01,2,05 
2016,01,01,12,2,05 
2016,01,01,12,2,05 
2016,01,01,12,2,05 
2016,01,01,12,2,05 
2016,01,03,12,1,05 
2016,01,02,12,2,05 
2016,01,01,12,2,05 
2016,02,01,05,2,01 
2016,02,07,02,1,05 
2016,02,01,05,2,03 
2016,03,01,##,1,05 
2016,01,01,12,2,05 
2016,01,01,12,1,05 
2016,01,01,12,1,05 
2016,01,03,12,2,05 
2016,01,05,12,2,05 
2016,01,02,12,1,05 
2016,01,01,12,2,05 
2016,01,04,12,1,07 
2016,01,10,12,1,05 
2016,01,01,12,2,05 
2016,03,08,##,1,05 
2016,03,05,##,1,05 
2016,01,03,12,1,05 
2016,01,01,12,2,05 
2016,03,03,##,1,99 
2016,02,01,05,2,02 
2016,03,05,##,2,05 
2016,02,07,03,2,03 
2016,01,01,12,1,05 
2016,01,01,12,2,01 
2016,01,01,12,2,02 
2016,01,03,12,1,05 
2016,02,05,03,2,05 
2016,01,01,12,2,05 
2016,01,01,12,1,05 
2016,02,01,03,1,05 
2016,01,02,12,2,05 
2016,02,01,02,2,02 
2016,01,01,12,1,05 
2016,02,08,08,2,04 
2016,01,01,12,2,05 
2016,02,01,08,1,03 
2016,03,05,##,1,05 
2016,01,01,12,2,05 
2016,01,02,12,2,05 
2016,01,03,12,1,01 
2016,02,07,01,1,03 
2016,01,04,12,1,05 
2016,01,05,12,2,02 
2016,03,07,##,2,05 
2016,02,05,03,1,05 
2016,01,03,12,2,05 
2016,03,05,##,2,05 
2016,01,01,12,2,05 
2016,01,01,12,1,07 
2016,03,02,##,2,05 
2016,01,01,12,2,05 
2016,01,02,12,1,05 
2016,01,01,12,2,05 
2016,01,03,12,2,05 
2016,01,01,12,2,05 
2016,01,05,12,2,05 
2016,01,08,12,2,05 
2016,01,01,12,2,01 
2016,02,07,01,2,03 
2016,01,02,12,2,05 
2016,02,10,08,1,05 
2016,01,01,12,2,01 
2016,01,02,12,2,05 
2016,01,02,12,2,07 
2016,01,01,12,1,05 
2016,03,01,##,1,05 
2016,02,03,08,1,03 
2016,03,07,##,2,05 
2016,01,01,12,1,05 
2016,01,10,12,1,07 
2016,01,10,12,1,05 
2016,02,07,01,2,06 
2016,02,08,01,2,99 
2016,02,08,03,2,05 
2016,01,01,12,1,05 
2016,01,05,12,2,05 
2016,01,01,12,2,05 
2016,01,07,12,2,03 
2016,01,03,12,2,05 
2016,01,01,12,1,05 
2016,02,02,08,1,05 
2016,01,01,12,2,05 
2016,02,08,01,1,05 
2016,01,01,12,2,01 
2016,01,01,12,2,05 
2016,01,02,12,1,05 
2016,01,01,12,2,05 
2016,01,10,12,1,05 
2016,02,07,01,2,03 
2016,01,01,12,2,05 
2016,03,05,##,2,05 
2016,02,01,01,2,04 
2016,01,01,12,2,01 
2016,03,07,##,2,05 
2016,01,01,12,2,05 
2016,01,02,12,1,05 
2016,01,01,12,2,01 
2016,01,02,12,2,05 
2016,02,05,01,2,03 
2016,01,03,12,1,05 
2016,01,01,12,2,05 
2016,01,01,12,1,05 
2016,02,01,05,2,03 
2016,02,05,01,2,03 
2016,02,01,01,2,02 
2016,02,05,02,1,03 
2016,02,03,03,2,99 
2016,01,02,12,2,05 
2016,02,01,05,2,03 
2016,01,10,12,1,05 
2016,02,08,01,2,03 
2016,02,01,01,1,05 
2016,02,07,01,2,03 
2016,01,01,12,2,05 
2016,01,10,12,1,07 
2016,01,01,12,1,05 
2016,03,05,##,2,05 
2016,01,03,12,1,05 
2016,01,01,12,2,05 
2016,02,08,01,1,02 
2016,01,01,12,2,05 
2016,01,03,12,1,05 
2016,02,03,03,2,05 
2016,01,01,12,2,05 
2016,02,05,01,2,02 
2016,01,01,12,1,05 
2016,02,08,02,1,05 
2016,02,01,01,1,05 
2016,03,01,##,1,05 
2016,01,01,12,2,05 
2016,02,01,03,2,01 
2016,02,01,07,2,05 
2016,01,02,12,2,05 
2016,01,05,12,2,01 
2016,01,03,12,2,05 
2016,02,08,08,1,05 
2016,02,01,01,1,03 
2016,02,01,05,2,05 
2016,01,01,12,2,03 
2016,01,01,12,2,05 
2016,03,05,##,2,05 
2016,02,02,05,1,05 
2016,01,02,12,2,05 
2016,01,03,12,2,05 
2016,02,01,03,1,02 
2016,02,05,01,1,04 
2016,02,01,05,1,03 
2016,02,10,08,1,05 
2016,01,03,12,1,05 
2016,02,07,01,1,05 
2016,02,01,01,1,02 
2016,02,05,02,2,02 
2016,02,01,03,2,01 
2016,01,02,12,2,05 
2016,01,05,12,2,05 
2016,02,01,05,1,05 
2016,02,01,01,1,99 
2016,01,01,12,2,05 
2016,03,08,##,1,05 
2016,01,01,12,2,05 
2016,02,08,01,2,99 
2016,01,03,12,1,07 
2016,02,03,02,1,05 
2016,02,03,01,2,05 
2016,01,01,12,2,05 
2016,01,01,12,1,05 
2016,01,02,12,2,05 
2016,01,03,12,1,05 
2016,01,03,12,1,05 
2016,02,05,03,2,02 
2016,01,02,12,1,05 
2016,02,01,08,2,99 
2016,01,01,12,2,05 
2016,01,01,12,2,05 
2016,01,02,12,1,99 
2016,02,05,05,2,02 
2016,01,01,12,2,03 
2016,01,01,12,2,05 
2016,03,01,##,2,05 
2016,01,01,12,2,05 
2016,01,01,12,1,05 
2016,02,05,07,2,02 
2016,01,01,12,1,05 
2016,02,01,01,1,03 
2016,01,01,12,2,05 
2016,02,05,01,1,03 
2016,01,05,12,2,05 
2016,02,01,05,2,03 
2016,01,01,12,2,07 
2016,03,05,##,2,05 
2016,02,05,03,2,03 
2016,02,01,05,2,03 
2016,02,01,01,1,02 
2016,02,01,01,1,03 
2016,02,05,01,2,03 
2016,01,02,12,2,03 
2016,02,04,05,1,03 
2016,01,01,12,1,02 
2016,02,01,05,2,05 
2016,01,01,12,2,05 
2016,01,03,12,2,05 
2016,03,05,##,1,05 
2016,01,10,12,1,07 
2016,03,05,##,2,02 
2016,01,01,12,2,05 
2016,01,01,12,2,05 
2016,01,01,12,2,03 
2016,01,01,12,2,05 
2016,02,01,07,2,03 
2016,02,01,01,1,05 
2016,01,03,12,1,05 
2016,01,03,12,2,05 
2016,02,03,01,1,05 
2016,01,01,12,2,05 
2016,02,01,10,1,05 
2016,02,07,10,1,05 
2016,02,01,01,1,01 
2016,01,01,12,2,05 
2016,03,03,##,1,05 
2016,01,01,12,2,03 
2016,01,01,01,2,05 
2016,01,05,12,1,07 
2016,01,10,12,1,05 
2016,01,01,12,2,05 
2016,02,03,05,1,03 
2016,01,01,12,2,05 
2016,01,02,12,2,07 
2016,01,01,12,2,05 
2016,01,01,12,2,05 
2016,02,01,02,2,05 
2016,01,01,12,2,03 
2016,02,05,01,1,02 
2016,01,01,12,2,05 
2016,01,01,12,2,05 
2016,03,01,##,2,01 
2016,02,05,99,2,05 
2016,01,02,12,1,05 
2016,01,01,12,2,05 
2016,02,01,01,2,05 
2016,01,01,12,2,05 
2016,02,01,03,1,05 
2016,02,01,10,1,04 
2016,02,08,08,2,03 
2016,01,01,12,1,05 
2016,02,05,01,2,05 
2016,03,01,##,1,05 
2016,01,01,12,1,05 
2016,01,01,12,2,05 
2016,01,01,12,2,01 
2016,02,03,05,2,06 
2016,01,01,12,1,05 
2016,01,01,12,1,05 
2016,03,02,##,1,05 
2016,02,08,01,1,02 
2016,01,02,12,1,05 
2016,01,01,12,2,05 
2016,03,03,##,2,05 
2016,01,03,12,2,05 
2016,01,02,12,1,03 
2016,01,03,12,1,05 
2016,01,01,12,2,05 
2016,01,01,12,2,07 
2016,01,01,12,1,05 
2016,01,03,12,1,03 
2016,01,01,12,2,05 
2016,02,01,01,2,02 
2016,02,01,05,1,03 
2016,01,03,12,1,05 
2016,02,01,08,1,05 
2016,01,02,12,1,05 
2016,03,01,##,1,05 
2016,01,10,12,1,05 
2016,02,01,08,1,05 
2016,01,03,12,1,05 
2016,02,05,01,2,03 
2016,02,05,02,2,02 
2016,03,07,##,2,05 
2016,02,01,01,2,03 
2016,01,01,12,2,05 
2016,03,03,##,2,05 
2016,01,02,12,2,05 
2016,01,03,12,1,07 
2016,01,03,12,1,05 
2016,03,05,##,2,05 
2016,02,07,01,2,02 
2016,02,01,02,2,05 
2016,01,01,12,1,02 
2016,01,01,12,2,05 
2016,02,03,07,1,03 
2016,03,05,##,2,05 
2016,01,07,12,1,05 
2016,02,07,02,2,05 
2016,01,03,12,2,05 
2016,01,01,12,1,07 
2016,01,02,12,2,05 
2016,01,05,12,1,05 
2016,03,07,##,2,05 
2016,01,01,12,2,05 
2016,02,08,01,1,05 
2016,02,05,02,2,03 
2016,01,03,12,1,05 
2016,02,01,05,1,05 
2016,01,01,12,2,05 
2016,01,01,12,1,05 
2016,01,03,12,1,05 
2016,01,01,12,2,05 
2016,02,03,05,1,05 
2016,01,02,12,2,05 
2016,02,01,02,1,05 
2016,01,01,12,1,05 
2016,02,05,02,1,04 
2016,02,03,08,2,03 
2016,01,02,12,1,05 
2016,02,03,05,1,03 
2016,01,01,12,1,05 
2017,01,01,12,2,04 
2017,01,01,12,2,05 
2017,03,05,##,2,05 
2017,01,01,12,2,03 
2017,02,01,05,1,99 
2017,01,01,12,2,05 
2017,01,03,12,1,05 
2017,01,01,12,2,05 
2017,01,10,12,1,03 
2017,02,01,98,2,05 
2017,03,01,##,2,05 
2017,01,01,12,2,05 
2017,02,01,08,1,05 
2017,02,03,07,2,03 
2017,02,05,03,2,05 
2017,02,02,08,1,05 
2017,01,01,12,2,05 
2017,03,05,##,2,05 
2017,01,01,12,2,01 
2017,01,01,12,1,05 
2017,01,01,12,1,05 
2017,01,01,12,2,05 
2017,02,05,01,2,01 
2017,01,01,12,2,05 
2017,03,01,##,2,01 
2017,01,01,12,2,05 
2017,03,01,##,2,05 
2017,01,01,12,2,05 
2017,01,01,12,2,01 
2017,01,03,12,2,05 
2017,03,01,##,2,05 
2017,03,05,##,2,05 
2017,02,05,03,2,05 
2017,02,01,05,2,05 
2017,01,03,12,2,05 
2017,01,01,12,1,05 
2017,02,08,01,1,05 
2017,02,08,01,1,02 
2017,02,01,05,1,05 
2017,03,03,##,1,05 
2017,02,02,08,1,05 
2017,03,07,##,1,05 
2017,02,05,01,2,02 
2017,01,01,12,2,05 
2017,01,01,12,2,05 
2017,02,03,02,1,03 
2017,02,03,02,2,02 
2017,02,08,10,1,05 
2017,02,01,08,2,01 
2017,01,02,12,2,05 
2017,02,01,10,2,05 
2017,01,03,12,2,05 
2017,01,03,12,2,05 
2017,03,05,##,1,05 
2017,01,02,12,1,05 
2017,01,10,12,1,07 
2017,02,05,01,2,05 
2017,03,05,##,2,05 
2017,01,03,12,1,03 
2017,01,01,12,1,05 
2017,01,01,12,1,02 
2017,01,01,12,1,05 
2017,03,05,##,2,05 
2017,01,03,12,1,05 
2017,02,05,03,2,05 
2017,03,01,##,2,05 
2017,01,03,12,2,05 
2017,01,03,12,1,05 
2017,03,01,##,2,01 
2017,01,03,12,1,05 
2017,03,05,##,2,05 
2017,03,05,##,2,05 
2017,01,03,12,1,05 
2017,01,01,12,2,05 
2017,01,01,12,1,07 
2017,02,10,07,1,04 
2017,01,01,12,1,05 
2017,01,01,12,2,05 
2017,02,07,01,1,03 
2017,02,01,01,2,05 
2017,01,01,12,1,05 
2017,02,08,03,2,02 
2017,01,01,12,2,05 
2017,01,03,12,2,05 
2017,01,03,12,2,05 
2017,01,03,12,2,05 
2017,02,05,02,1,05 
2017,02,07,01,2,02 
2017,01,01,12,1,05 
2017,02,05,01,2,05 
2017,02,01,08,2,05 
2017,02,01,01,1,05 
2017,03,05,##,2,05 
2017,01,01,12,2,07 
2017,01,02,12,1,07 
2017,02,01,05,2,02 
2017,02,05,10,1,05 
2017,02,05,01,1,03 
2017,02,07,01,2,03 
2017,01,01,12,1,07 
2017,01,02,12,1,05 
2017,01,02,12,2,05 
2017,01,02,12,1,05 
2017,01,03,12,2,03 
2017,01,01,12,1,05 
2017,02,01,05,2,04 
2017,01,01,12,2,05 
2017,02,05,05,2,05 
2017,02,02,05,2,03 
2017,01,02,12,2,07 
2017,01,10,12,1,05 
2017,01,03,12,2,05 
2017,01,02,12,1,05 
2017,01,04,12,1,05 
2017,02,01,07,1,03 
2017,01,02,12,1,05 
2017,01,01,12,2,01 
2017,01,01,12,1,05 
2017,01,01,12,2,05 
2017,01,01,12,2,01 
2017,01,01,12,1,05 
2017,01,02,12,2,05 
2017,03,01,##,1,05 
2017,01,05,12,2,05 
2017,02,08,02,1,99 
2017,01,01,12,2,05 
2017,01,08,12,2,05 
2017,02,01,08,2,05 
2017,02,05,01,1,05 
2017,02,02,05,1,03 
2017,02,01,03,2,05 
2017,01,03,12,2,07 
2017,01,05,12,2,01 
2017,02,01,03,2,05 
2017,01,01,12,2,05 
2017,01,03,12,2,05 
2017,01,02,12,1,05 
2017,01,01,12,2,05 
2017,01,01,12,2,05 
2017,02,01,08,2,03 
2017,02,01,08,1,05 
2017,01,02,12,1,05 
2017,01,03,12,1,03 
2017,01,01,12,2,05 
2017,03,05,##,1,05 
2017,02,05,01,2,03 
2017,01,01,12,1,07 
2017,02,01,03,2,05 
2017,01,05,12,1,05 
2017,01,02,12,1,05 
2017,01,02,12,2,05 
2017,03,02,##,2,05 
2017,02,03,08,1,05 
2017,02,01,01,2,02 
2017,02,05,03,1,02 
2017,01,05,12,2,01 
2017,01,03,12,2,05 
2017,01,03,12,2,05 
2017,03,08,##,2,05 
2017,01,03,12,2,05 
2017,01,10,12,2,05 
2017,01,01,12,1,05 
2017,01,01,12,2,05 
2017,01,01,12,2,05 
2017,01,02,12,1,05 
2017,01,02,12,1,03 
2017,02,01,02,2,03 
2017,01,10,12,1,05 
2017,01,01,12,1,05 
2017,03,07,##,1,05 
2017,02,07,02,1,03 
2017,03,01,##,2,05 
2017,01,01,12,1,05 
2017,01,02,12,2,05 
2017,02,05,01,2,02 
2017,02,03,07,1,03 
2017,01,01,12,2,99 
2017,02,01,07,2,03 
2017,01,01,12,2,05 
2017,01,03,12,2,07 
2017,01,10,12,1,05 
2017,01,03,12,2,05 
2017,01,01,12,2,05 
2017,02,08,02,1,05 
2017,02,07,03,1,05 
2017,01,03,12,2,05 
2017,01,01,12,2,05 
2017,01,02,12,1,05 
2017,01,01,12,2,05 
2017,01,01,12,2,05 
2017,01,01,12,1,05 
2017,01,01,12,2,05 
2017,01,01,12,2,05 
2017,01,01,12,2,05 
2017,01,01,12,1,05 
2017,02,05,03,2,05 
2017,02,01,05,2,05 
2017,01,01,12,2,05 
2017,01,01,12,1,05 
2017,01,01,12,2,01 
2017,02,01,01,2,01 
2017,02,03,08,2,05 
2017,03,05,##,2,05 
2017,02,01,05,2,03 
2017,01,01,12,1,05 
2017,02,05,01,2,03 
2017,02,05,01,2,03 
2017,02,03,03,1,05 
2017,01,01,12,2,05 
2017,01,01,12,2,03 
2017,02,01,05,1,01 
2017,02,01,05,2,05 
2017,01,01,12,2,01 
2017,02,01,01,1,05 
2017,02,02,05,2,03 
2017,02,07,02,2,02 
2017,01,01,12,2,01 
2017,01,08,12,1,07 
2017,02,08,10,1,05 
2017,02,01,03,2,05 
2017,01,01,12,2,01 
2017,02,03,01,2,04 
2017,02,08,01,2,05 
2017,02,07,08,1,05 
2017,02,05,07,2,03 
2017,01,03,12,1,05 
2017,01,03,12,2,03 
2017,01,01,12,1,05 
2017,01,01,12,2,05 
2017,02,08,03,1,99 
2017,01,08,12,1,99 
2017,01,02,12,2,05 
2017,01,03,12,1,05 
2017,01,01,12,1,05 
2017,01,01,12,2,05 
2017,02,08,02,1,02 
2017,02,01,01,2,05 
2017,01,01,12,2,03 
2017,02,01,01,2,05 
2017,03,01,01,2,05 
2017,01,03,12,2,05 
2017,01,01,12,2,05 
2017,02,05,03,2,05 
2017,02,02,08,1,05 
2017,02,01,05,1,03 
2017,01,02,12,2,05 
2017,02,01,01,1,03 
2017,01,01,12,1,05 
2017,01,01,12,2,05 
2017,01,01,12,2,05 
2017,01,10,12,1,05 
2017,01,01,12,2,05 
2017,01,02,12,2,05 
2017,01,10,12,1,03 
2017,02,05,01,1,05 
2017,01,01,12,2,01 
2017,01,04,12,1,05 
2017,01,02,12,2,05 
2017,03,01,##,2,05 
2017,01,01,12,1,01 
2017,02,01,05,1,99 
2017,01,01,12,2,03 
2017,03,01,##,1,05 
2017,02,01,02,2,05 
2017,01,01,12,2,05 
2017,01,01,12,2,05 
2017,01,01,12,1,05 
2017,02,02,01,1,05 
2017,01,01,12,1,07 
2017,01,01,12,2,05 
2017,01,01,12,2,05 
2017,02,01,01,1,05 
2017,01,01,12,2,05 
2017,01,01,12,2,01 
2017,02,10,05,2,04 
2017,02,05,02,2,05 
2017,01,01,12,1,03 
2017,03,01,##,1,05 
2017,03,05,##,2,05 
2017,01,03,12,1,05 
2017,02,07,03,1,03 
2017,01,01,12,2,05 
2017,01,02,12,1,05 
2017,01,03,12,1,05 
2017,01,01,12,1,05 
2017,01,03,12,2,05 
2017,02,01,08,2,05 
2017,01,01,12,1,07 
2017,02,08,01,1,05 
2017,02,01,01,2,05 
2017,03,07,##,2,05 
2017,01,03,12,1,05 
2017,01,01,12,1,05 
2017,01,01,12,2,05 
2017,03,01,##,2,05 
2017,02,01,03,2,04 
2017,01,01,12,2,05 
2017,01,01,12,2,05 
2017,03,05,##,2,05 
2017,01,01,12,2,05 
2017,01,01,12,1,05 
2017,02,05,01,2,05 
2017,02,01,05,2,05 
2017,01,02,12,2,05 
2017,02,01,07,1,05 
2017,03,01,##,1,05 
2017,03,05,##,1,05 
2017,02,01,05,1,02 
2017,01,01,12,2,01 
2017,02,08,02,1,99 
2017,02,07,01,2,02 
2017,01,01,12,1,05 
2017,01,03,12,1,05 
2017,02,05,01,2,05 
2017,01,01,12,2,05 
2017,03,07,##,2,05 
2017,02,09,01,2,04 
2017,02,01,08,1,05 
2017,01,03,12,2,05 
2017,02,07,10,1,05 
2017,01,03,12,2,05 
2017,02,05,05,2,03 
2017,02,01,07,2,03 
2017,02,01,01,1,03 
2017,01,01,12,2,05 
2017,02,01,01,2,05 
2017,01,02,12,2,99 
2017,01,10,12,1,05 
2017,01,01,12,2,05 
2017,01,01,12,2,05 
2017,02,01,02,1,03 
2017,03,05,##,1,05 
2017,01,02,12,1,99 
2017,01,01,12,1,03 
2017,01,01,12,1,05 
2018,01,01,12,2,05 
2018,01,01,12,2,03 
2018,02,03,01,1,03 
2018,02,05,01,1,05 
2018,01,02,12,1,05 
2018,01,02,12,2,05 
2018,01,01,12,2,99 
2018,02,01,98,2,05 
2018,01,02,12,2,05 
2018,02,01,05,2,05 
2018,01,01,12,1,05 
2018,02,05,05,2,05 
2018,01,02,12,2,05 
2018,02,08,03,2,03 
2018,02,01,10,1,01 
2018,01,03,12,1,05 
2018,01,01,12,2,05 
2018,03,01,##,2,05 
2018,01,01,12,1,03 
2018,01,05,12,2,05 
